     7   -6.065421   -1.781074    1.315087
     6   -5.489446   -0.962519    0.711501
     6   -4.744306    0.007702   -0.005294
     6   -3.328714   -0.029203   -0.018956
     6   -5.451746    1.016964   -0.706220
     6   -2.557282    0.941824   -0.735514
     6   -2.592691   -1.031977    0.690121
     7   -5.995736    1.866451   -1.296621
     1   -3.080076    1.711653   -1.293391
     6   -1.185340    0.912421   -0.738476
     1   -3.140640   -1.762160    1.276315
     6   -1.221206   -1.071048    0.663486
     1   -0.643140    1.656316   -1.315062
     6   -0.460418   -0.120489   -0.077250
     1   -0.705451   -1.826494    1.250038
     6    0.971220   -0.076703    0.020159
     7    1.833352   -1.061747   -0.384305
     7    1.727871    1.008360    0.379132
     6    3.146096   -0.623352   -0.233411
     6    1.446344   -2.337565   -0.997892
     6    3.079573    0.696362    0.242095
     6    1.226468    2.235472    1.014551
     6    4.368098   -1.246574   -0.485337
     6    1.603824   -3.537479   -0.063429
     1    2.066529   -2.460849   -1.891999
     1    0.409683   -2.226319   -1.320817
     1    1.322837   -4.450655   -0.595869
     1    2.635184   -3.649431    0.282381
     1    0.958368   -3.444684    0.813248
     6    4.234824    1.430861    0.509214
     6    1.331771    3.473252    0.123218
     1    0.189392    2.044848    1.293414
     1    1.802746    2.375389    1.935656
     1    0.718274    3.370714   -0.774653
     1    2.362001    3.665661   -0.188069
     1    0.976499    4.346623    0.677578
     1    4.423578   -2.262389   -0.859592
     6    5.522875   -0.506693   -0.231116
     1    4.191340    2.445327    0.888116
     6    5.457307    0.804505    0.265886
     1    6.491997   -0.957519   -0.417201
     1    6.376901    1.345471    0.462867
