     7   -6.063976   -1.353583    1.721450
     6   -5.482654   -0.725794    0.924355
     6   -4.728670    0.014707   -0.019173
     6   -3.310471   -0.051421   -0.026418
     6   -5.420237    0.825285   -0.952837
     6   -2.527863    0.694415   -0.964098
     6   -2.587651   -0.855499    0.910007
     7   -5.948571    1.508386   -1.741320
     1   -3.040314    1.315185   -1.691690
     6   -1.153923    0.638962   -0.964465
     1   -3.143995   -1.408949    1.659187
     6   -1.214203   -0.924235    0.892474
     1   -0.599533    1.218029   -1.699161
     6   -0.449153   -0.212695   -0.070681
     1   -0.704185   -1.526141    1.641182
     6    0.993544   -0.130002    0.033920
     7    1.881940   -1.053915   -0.428879
     7    1.704832    0.958356    0.444035
     6    3.179426   -0.579354   -0.260606
     6    1.514345   -2.344748   -1.025715
     6    3.066086    0.711908    0.281653
     6    1.131279    2.165001    1.059418
     6    4.423508   -1.145537   -0.543685
     6    1.624676   -3.513270   -0.046831
     1    2.167301   -2.491668   -1.891373
     1    0.489653   -2.233319   -1.386186
     1    1.371926   -4.443989   -0.562598
     1    2.636934   -3.610682    0.355947
     1    0.929619   -3.389281    0.787339
     6    4.194392    1.481155    0.571607
     6    1.128451    3.375058    0.125993
     1    0.115998    1.905083    1.362280
     1    1.714435    2.368038    1.963414
     1    0.489952    3.196748   -0.741916
     1    2.134284    3.620613   -0.226276
     1    0.735080    4.242725    0.663057
     1    4.514843   -2.141381   -0.962260
     6    5.548006   -0.373902   -0.261253
     1    4.113098    2.476054    0.994080
     6    5.435474    0.914161    0.291856
     1    6.533192   -0.777685   -0.469499
     1    6.335958    1.480740    0.504354
