     7   -6.061773   -1.888246    1.173915
     6   -5.489542   -1.022495    0.636557
     6   -4.749386    0.004795   -0.002321
     6   -3.334635   -0.020295   -0.014372
     6   -5.463634    1.058505   -0.627527
     6   -2.568271    1.005917   -0.656156
     6   -2.592578   -1.067950    0.620520
     7   -6.014067    1.945111   -1.153551
     1   -3.095186    1.809402   -1.160050
     6   -1.196941    0.986514   -0.657168
     1   -3.136648   -1.844094    1.148380
     6   -1.221636   -1.094697    0.596041
     1   -0.660952    1.770921   -1.182702
     6   -0.463783   -0.082747   -0.064211
     1   -0.703616   -1.886874    1.128615
     6    0.965179   -0.053320    0.016098
     7    1.814113   -1.064245   -0.359579
     7    1.740679    1.028205    0.353401
     6    3.133380   -0.640197   -0.220401
     6    1.419716   -2.340149   -0.968738
     6    3.087313    0.690381    0.225047
     6    1.268505    2.269557    0.983060
     6    4.345559   -1.285986   -0.460817
     6    1.586344   -3.540932   -0.036483
     1    2.032220   -2.465460   -1.868132
     1    0.381064   -2.231001   -1.284669
     1    1.295359   -4.453037   -0.565432
     1    2.621983   -3.656358    0.294708
     1    0.955388   -3.448128    0.850780
     6    4.253354    1.412318    0.476951
     6    1.395948    3.499893    0.083921
     1    0.229854    2.104233    1.271653
     1    1.853623    2.404223    1.899516
     1    0.784046    3.403575   -0.815958
     1    2.429860    3.672234   -0.226713
     1    1.055145    4.383007    0.631958
     1    4.386000   -2.309793   -0.814469
     6    5.512328   -0.558503   -0.222684
     1    4.225503    2.435181    0.834036
     6    5.466962    0.762738    0.247122
     1    6.474144   -1.028021   -0.400326
     1    6.394450    1.294124    0.432868
