     7   -6.056825   -1.970572    1.047565
     6   -5.488332   -1.068790    0.568996
     6   -4.753064    0.002381   -0.000337
     6   -3.339113   -0.011502   -0.008307
     6   -5.473734    1.088038   -0.560831
     6   -2.577440    1.057255   -0.583246
     6   -2.591206   -1.091780    0.562654
     7   -6.029980    2.001045   -1.032469
     1   -3.107962    1.885336   -1.041435
     6   -1.206702    1.047357   -0.580179
     1   -3.131393   -1.903876    1.037807
     6   -1.220748   -1.107412    0.542513
     1   -0.677486    1.863313   -1.061721
     6   -0.465680   -0.046857   -0.042437
     1   -0.701359   -1.926408    1.029982
     6    0.961346   -0.030731    0.012129
     7    1.796928   -1.066804   -0.331709
     7    1.754951    1.046565    0.328382
     6    3.122457   -0.656305   -0.204837
     6    1.397479   -2.340810   -0.942855
     6    3.096219    0.684452    0.209000
     6    1.310819    2.302267    0.949463
     6    4.324924   -1.323692   -0.432921
     6    1.556122   -3.543588   -0.011458
     1    2.013742   -2.469485   -1.839384
     1    0.361568   -2.229006   -1.265662
     1    1.260413   -4.453472   -0.541668
     1    2.590811   -3.665327    0.320159
     1    0.926684   -3.449262    0.876809
     6    4.272318    1.395084    0.443759
     6    1.446621    3.520244    0.034522
     1    0.274528    2.158328    1.257034
     1    1.911539    2.438683    1.855552
     1    0.828220    3.421644   -0.860865
     1    2.480435    3.674543   -0.285736
     1    1.121804    4.414655    0.573936
     1    4.350972   -2.355350   -0.764217
     6    5.502889   -0.607862   -0.212101
     1    4.259345    2.426326    0.776783
     6    5.477020    0.723426    0.228072
     1    6.457469   -1.095258   -0.380432
     1    6.411987    1.245938    0.401086
