     7   -6.064399   -1.819582    1.266989
     6   -5.489633   -0.984068    0.686019
     6   -4.746141    0.006653   -0.004184
     6   -3.330827   -0.026187   -0.017466
     6   -5.455880    1.032043   -0.679136
     6   -2.561131    0.964637   -0.708554
     6   -2.592784   -1.045191    0.666230
     7   -6.001992    1.895053   -1.247440
     1   -3.085375    1.746631   -1.247825
     6   -1.189397    0.938649   -0.711041
     1   -3.139459   -1.791703    1.232714
     6   -1.221480   -1.079996    0.640098
     1   -0.649155    1.696902   -1.270190
     6   -0.461711   -0.107621   -0.073622
     1   -0.704826   -1.848524    1.208234
     6    0.968950   -0.068777    0.018836
     7    1.826648   -1.062571   -0.376334
     7    1.731986    1.015161    0.370516
     6    3.141619   -0.629077   -0.229296
     6    1.436899   -2.338389   -0.988312
     6    3.082028    0.694340    0.236344
     6    1.240481    2.246931    1.004511
     6    4.360316   -1.259962   -0.477496
     6    1.599442   -3.538914   -0.055332
     1    2.053203   -2.461749   -1.885200
     1    0.399019   -2.228256   -1.307267
     1    1.314578   -4.451612   -0.586553
     1    2.632849   -3.651821    0.283853
     1    0.960255   -3.446775    0.826020
     6    4.240984    1.424470    0.498600
     6    1.354647    3.482952    0.111691
     1    0.202455    2.065169    1.285625
     1    1.819017    2.384142    1.924671
     1    0.742193    3.383806   -0.787349
     1    2.386464    3.668263   -0.198560
     1    1.004440    4.359351    0.664518
     1    4.410674   -2.278454   -0.845075
     6    5.519206   -0.524339   -0.228504
     1    4.202831    2.441736    0.870467
     6    5.460493    0.790198    0.259709
     1    6.485873   -0.981509   -0.411884
     1    6.382785    1.327855    0.453113
