     7   -6.066841   -1.695023    1.413386
     6   -5.488580   -0.914383    0.763315
     6   -4.740203    0.009955   -0.008160
     6   -3.324059   -0.035540   -0.022096
     6   -5.442947    0.982434   -0.763197
     6   -2.549019    0.890636   -0.791697
     6   -2.592168   -1.001319    0.739935
     7   -5.982534    1.801131   -1.399589
     1   -3.068664    1.632343   -1.389252
     6   -1.176643    0.854213   -0.794840
     1   -3.142691   -1.695506    1.366107
     6   -1.220306   -1.049220    0.713348
     1   -0.630532    1.565423   -1.408420
     6   -0.457410   -0.146928   -0.081875
     1   -0.706651   -1.775570    1.337901
     6    0.976438   -0.092737    0.023064
     7    1.847369   -1.060211   -0.398764
     7    1.719954    0.994490    0.396419
     6    3.155523   -0.611383   -0.241186
     6    1.466329   -2.337002   -1.014106
     6    3.074871    0.700831    0.253239
     6    1.198674    2.212393    1.033966
     6    4.384200   -1.218650   -0.500860
     6    1.611439   -3.533917   -0.074146
     1    2.095585   -2.461982   -1.901360
     1    0.432713   -2.223782   -1.346686
     1    1.338964   -4.449025   -0.607658
     1    2.637816   -3.643574    0.287132
     1    0.951819   -3.437824    0.791551
     6    4.222379    1.444874    0.528715
     6    1.279926    3.451412    0.142155
     1    0.165392    2.002393    1.313291
     1    1.773955    2.360955    1.954175
     1    0.660099    3.338679   -0.749978
     1    2.305065    3.658466   -0.176703
     1    0.916126    4.319555    0.699141
     1    4.450215   -2.229066   -0.887917
     6    5.530401   -0.469642   -0.237281
     1    4.167892    2.453872    0.920670
     6    5.450819    0.834986    0.276292
     1    6.504453   -0.907279   -0.428984
     1    6.364822    1.383134    0.479324
