     7   -6.065163   -1.486062    1.616565
     6   -5.484593   -0.798625    0.869974
     6   -4.732238    0.013362   -0.014690
     6   -3.314768   -0.045990   -0.025275
     6   -5.427547    0.888019   -0.886148
     6   -2.534419    0.769681   -0.905492
     6   -2.588975   -0.913568    0.850669
     7   -5.959769    1.624955   -1.621506
     1   -3.048937    1.438350   -1.587780
     6   -1.161008    0.720511   -0.907891
     1   -3.143146   -1.520476    1.558953
     6   -1.216158   -0.976343    0.827989
     1   -0.609438    1.350984   -1.600837
     6   -0.451425   -0.192408   -0.079267
     1   -0.705012   -1.626502    1.534101
     6    0.988052   -0.119064    0.029136
     7    1.871875   -1.055601   -0.422708
     7    1.709117    0.969144    0.429142
     6    3.172497   -0.589405   -0.255413
     6    1.500363   -2.338960   -1.031710
     6    3.068681    0.708084    0.273411
     6    1.151984    2.176061    1.058155
     6    4.412147   -1.168387   -0.530299
     6    1.617755   -3.521371   -0.070272
     1    2.148237   -2.475834   -1.903100
     1    0.473824   -2.224056   -1.385838
     1    1.360560   -4.444549   -0.597346
     1    2.633158   -3.624984    0.322806
     1    0.930543   -3.410082    0.771986
     6    4.202795    1.468849    0.561531
     6    1.176922    3.402021    0.145798
     1    0.130227    1.930323    1.350805
     1    1.732115    2.355958    1.969234
     1    0.543091    3.251274   -0.730639
     1    2.189274    3.636482   -0.194870
     1    0.794542    4.266933    0.695186
     1    4.495965   -2.168485   -0.940183
     6    5.543298   -0.404226   -0.251240
     1    4.129453    2.467714    0.975944
     6    5.440440    0.888385    0.291295
     1    6.525328   -0.818577   -0.453601
     1    6.344983    1.448718    0.503166
