     7   -6.066191   -1.595607    1.516101
     6   -5.486539   -0.859121    0.817328
     6   -4.735897    0.011841   -0.011401
     6   -3.319094   -0.040887   -0.024052
     6   -5.434718    0.938445   -0.824936
     6   -2.541152    0.832437   -0.849935
     6   -2.590531   -0.960365    0.795510
     7   -5.970484    1.718867   -1.510967
     1   -3.058026    1.539272   -1.490663
     6   -1.168250    0.789759   -0.852615
     1   -3.143029   -1.612681    1.463589
     6   -1.218205   -1.016080    0.770473
     1   -0.619002    1.461949   -1.506646
     6   -0.454132   -0.170126   -0.081606
     1   -0.706024   -1.706156    1.436490
     6    0.982443   -0.106336    0.026009
     7    1.860177   -1.058020   -0.411378
     7    1.714373    0.981614    0.413119
     6    3.164448   -0.600284   -0.248519
     6    1.483892   -2.336646   -1.026416
     6    3.071793    0.704568    0.263570
     6    1.174911    2.192249    1.049873
     6    4.398813   -1.193127   -0.515960
     6    1.612859   -3.528398   -0.077894
     1    2.123716   -2.466315   -1.905113
     1    0.454328   -2.221001   -1.371094
     1    1.348895   -4.446332   -0.610798
     1    2.633049   -3.636174    0.301261
     1    0.937470   -3.426197    0.774890
     6    4.212456    1.457131    0.545774
     6    1.226127    3.427559    0.151064
     1    0.147634    1.962833    1.336292
     1    1.753609    2.354421    1.965417
     1    0.597041    3.298388   -0.732215
     1    2.244331    3.649254   -0.180276
     1    0.854346    4.292617    0.707524
     1    4.473966   -2.198342   -0.914810
     6    5.537341   -0.436309   -0.244281
     1    4.148275    2.461010    0.949358
     6    5.445742    0.862189    0.284339
     1    6.515556   -0.862055   -0.441444
     1    6.354902    1.416541    0.492179
